"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","52","11 Создание todo с title > 50 символов POST /todos","chromium","Sat Nov 08 17:45:28 UTC 2025","passed","Sat Nov 08 17:45:28 UTC 2025","API challenge","","",""
"","53","14 Создание todo с превышением максимального количества символов в названии POST /todos","chromium","Sat Nov 08 17:45:28 UTC 2025","passed","Sat Nov 08 17:45:28 UTC 2025","API challenge","","",""
"","63","15 Создание todo с дополнительным параметром priority POST /todos","chromium","Sat Nov 08 17:45:28 UTC 2025","passed","Sat Nov 08 17:45:28 UTC 2025","API challenge","","",""
"","99","07 Получить headers todos HEAD /todos","chromium","Sat Nov 08 17:45:28 UTC 2025","passed","Sat Nov 08 17:45:28 UTC 2025","API challenge","","",""
"","50","30 Получить список todos с неподдерживаемым Accept Header GET /todos","chromium","Sat Nov 08 17:45:29 UTC 2025","passed","Sat Nov 08 17:45:29 UTC 2025","API challenge","","",""
"","50","21 Отредактировать существующее todo в системе без параметра title PUT /todos/{id}","chromium","Sat Nov 08 17:45:29 UTC 2025","passed","Sat Nov 08 17:45:29 UTC 2025","API challenge","","",""
"","52","24 Проверка доступных типов методов API /todos","chromium","Sat Nov 08 17:45:29 UTC 2025","passed","Sat Nov 08 17:45:29 UTC 2025","API challenge","","",""
"","3532","Регистрация пользователя","chromium","Sat Nov 08 17:45:56 UTC 2025","passed","Sat Nov 08 17:46:00 UTC 2025","Регистрация","","",""
"","61","10 Создание todo с параметром doneStatus содержащим недопустимое значение POST /todos","chromium","Sat Nov 08 17:45:28 UTC 2025","passed","Sat Nov 08 17:45:28 UTC 2025","API challenge","","",""
"","54","09 Получить информацию по todos со статусом Done GET /todos/{Id}","chromium","Sat Nov 08 17:45:28 UTC 2025","passed","Sat Nov 08 17:45:28 UTC 2025","API challenge","","",""
"","53","18 Обновление несуществующего todo POST /todos/{id}","chromium","Sat Nov 08 17:45:28 UTC 2025","passed","Sat Nov 08 17:45:28 UTC 2025","API challenge","","",""
"","49","23 Удаление существующущего todo в системе DELETE /todos/{id}","chromium","Sat Nov 08 17:45:29 UTC 2025","passed","Sat Nov 08 17:45:29 UTC 2025","API challenge","","",""
"","190","02 Получить список заданий GET /challenges","chromium","Sat Nov 08 17:45:26 UTC 2025","passed","Sat Nov 08 17:45:27 UTC 2025","API challenge","","",""
"","63","19 Отредактировать существующее todo в системе полностью PUT /todos/{id}","chromium","Sat Nov 08 17:45:28 UTC 2025","passed","Sat Nov 08 17:45:29 UTC 2025","API challenge","","",""
"","100","03 Получить список todos GET /todos","chromium","Sat Nov 08 17:45:27 UTC 2025","passed","Sat Nov 08 17:45:27 UTC 2025","API challenge","","",""
"","50","16 Отредактировать несуществующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 17:45:28 UTC 2025","passed","Sat Nov 08 17:45:28 UTC 2025","API challenge","","",""
"","3577","Проверка имени пользователя в профиле","chromium","Sat Nov 08 17:45:46 UTC 2025","passed","Sat Nov 08 17:45:50 UTC 2025","Профиль пользователя","","",""
"","53","13 Создание todo с максимальными значениями title и description POST /todos","chromium","Sat Nov 08 17:45:28 UTC 2025","passed","Sat Nov 08 17:45:28 UTC 2025","API challenge","","",""
"","97","05 Получить информацию todos по ID GET /todos/{Id}","chromium","Sat Nov 08 17:45:27 UTC 2025","passed","Sat Nov 08 17:45:27 UTC 2025","API challenge","","",""
"","97","06 Получить информацию todos по несуществующему ID GET /todos/{Id}","chromium","Sat Nov 08 17:45:27 UTC 2025","passed","Sat Nov 08 17:45:28 UTC 2025","API challenge","","",""
"","103","04 Получить список todo not plural GET /todo","chromium","Sat Nov 08 17:45:27 UTC 2025","passed","Sat Nov 08 17:45:27 UTC 2025","API challenge","","",""
"","5367","Добавление комментария к статье","chromium","Sat Nov 08 17:45:41 UTC 2025","passed","Sat Nov 08 17:45:46 UTC 2025","Статьи пользователя","","",""
"","50","27 Получить список todos с Any форматом GET /todos","chromium","Sat Nov 08 17:45:29 UTC 2025","passed","Sat Nov 08 17:45:29 UTC 2025","API challenge","","",""
"","51","29 Получить список todos без Accept Header GET /todos","chromium","Sat Nov 08 17:45:29 UTC 2025","passed","Sat Nov 08 17:45:29 UTC 2025","API challenge","","",""
"","50","20 Отредактировать существующее todo в системе частично PUT /todos/{id}","chromium","Sat Nov 08 17:45:29 UTC 2025","passed","Sat Nov 08 17:45:29 UTC 2025","API challenge","","",""
"","53","17 Обновление существующего todo POST /todos/{id}","chromium","Sat Nov 08 17:45:28 UTC 2025","passed","Sat Nov 08 17:45:28 UTC 2025","API challenge","","",""
"","167","08 Создание POST /todos","chromium","Sat Nov 08 17:45:28 UTC 2025","passed","Sat Nov 08 17:45:28 UTC 2025","API challenge","","",""
"","51","22 Отредактировать существующее todo в системе PUT /todos/{id}","chromium","Sat Nov 08 17:45:29 UTC 2025","passed","Sat Nov 08 17:45:29 UTC 2025","API challenge","","",""
"","4891","Добавление новой статьи","chromium","Sat Nov 08 17:45:29 UTC 2025","passed","Sat Nov 08 17:45:34 UTC 2025","Статьи пользователя","","",""
"","5513","Редактирование существующей статьи","chromium","Sat Nov 08 17:45:35 UTC 2025","passed","Sat Nov 08 17:45:41 UTC 2025","Статьи пользователя","","",""
"","6795","Изменение данных пользователя","chromium","Sat Nov 08 17:45:50 UTC 2025","passed","Sat Nov 08 17:45:56 UTC 2025","Профиль пользователя","","",""
"","50","28 Получить список todos с XML pref форматом GET /todos","chromium","Sat Nov 08 17:45:29 UTC 2025","passed","Sat Nov 08 17:45:29 UTC 2025","API challenge","","",""
"","52","25 Получить список todos в XML формате GET /todos","chromium","Sat Nov 08 17:45:29 UTC 2025","passed","Sat Nov 08 17:45:29 UTC 2025","API challenge","","",""
"","50","26 Получить список todos с JSON форматом GET /todos","chromium","Sat Nov 08 17:45:29 UTC 2025","passed","Sat Nov 08 17:45:29 UTC 2025","API challenge","","",""
"","52","12 Создание todo с description > 200 символов POST /todos","chromium","Sat Nov 08 17:45:28 UTC 2025","passed","Sat Nov 08 17:45:28 UTC 2025","API challenge","","",""
